ID,District,Neighborhood,PropertyType,CancellationPolicy,Accommodates,RoomType,Bathrooms,Bedrooms,CleaningFee,Latitude,Longitude,ReviewRating,Price
3369053,Manhattan,Financial District,Apartment,strict,1,Entire home/apt,1.0,1.0,50.0,40.708656995862185,-74.0034473186075,93.0,225.0
15909010,Manhattan,Gramercy,Townhouse,strict,2,Private room,1.0,1.0,50.0,40.733476717631625,-73.98452410407016,80.0,68.0
15970284,Manhattan,Kips Bay,Condominium,strict,2,Private room,1.0,1.0,30.0,40.74389256024835,-73.97435974732758,100.0,95.0
1880345,Manhattan,Lower East Side,Apartment,strict,5,Entire home/apt,2.0,2.0,100.0,40.71842304375282,-73.9934076460506,91.0,475.0
268549,Manhattan,East Village,Apartment,strict,1,Private room,1.0,1.0,25.0,40.72755970457028,-73.98518848879344,97.0,65.0
16860886,Manhattan,Hell's Kitchen,Apartment,flexible,1,Private room,1.0,1.0,66.64652473387602,40.76927941840588,-73.98917522794548,100.0,60.0
6528040,Manhattan,Harlem,Apartment,moderate,1,Private room,1.0,1.0,30.0,40.821190669937415,-73.95773255737994,100.0,69.0
13100726,Manhattan,East Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,45.0,40.806365610099505,-73.93722347207431,90.0,150.0
1205216,Manhattan,Washington Heights,Apartment,strict,1,Private room,1.0,1.0,66.64652473387602,40.856390650968784,-73.92626711351173,100.0,50.0
17589815,Manhattan,Chinatown,Apartment,moderate,1,Private room,1.0,1.0,66.64652473387602,40.71569170166607,-73.9907578634096,93.0,63.0
15523555,Manhattan,Hell's Kitchen,Apartment,moderate,4,Entire home/apt,1.0,1.0,66.64652473387602,40.75965141831957,-73.9954961935848,97.0,225.0
4068216,Manhattan,Upper East Side,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.77462442136826,-73.95460852407062,87.0,105.0
14784377,Manhattan,Harlem,Apartment,moderate,1,Private room,1.0,1.0,20.0,40.8128500932019,-73.95439193705296,100.0,75.0
11167381,Manhattan,East Harlem,Apartment,strict,1,Private room,1.0,1.0,25.0,40.791153736426956,-73.94743274835115,97.0,80.0
11217893,Manhattan,Washington Heights,Apartment,flexible,4,Entire home/apt,1.0,1.0,66.64652473387602,40.84239896728064,-73.94387130712666,100.0,75.0
25696,Manhattan,Harlem,Apartment,strict,2,Private room,1.0,1.0,40.0,40.80550524451596,-73.94801696399347,94.0,69.0
13884267,Manhattan,Upper West Side,Apartment,flexible,2,Shared room,1.0,1.0,15.0,40.771435068368014,-73.98933785583624,100.0,74.0
13410545,Manhattan,Chelsea,Apartment,flexible,3,Entire home/apt,1.0,1.0,70.0,40.74601822593007,-73.99740318394612,100.0,170.0
16413638,Manhattan,Nolita,Apartment,moderate,4,Entire home/apt,1.0,1.0,75.0,40.722534602733006,-73.99458802510216,100.0,200.0
11257497,Manhattan,Washington Heights,Apartment,strict,4,Entire home/apt,1.0,2.0,100.0,40.85584987087096,-73.93741019173666,90.0,125.0
16123619,Manhattan,Hell's Kitchen,House,strict,6,Entire home/apt,2.0,4.0,130.0,40.75634253904194,-73.99185591295523,85.0,800.0
1239265,Manhattan,East Harlem,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.79357105923528,-73.94124256373145,100.0,86.0
10919160,Manhattan,East Village,Apartment,moderate,2,Entire home/apt,1.0,1.0,75.0,40.72930990334775,-73.98222422097481,93.0,250.0
10879950,Manhattan,Hell's Kitchen,Apartment,moderate,2,Private room,1.0,1.0,50.0,40.763574573434994,-73.98640980684114,88.0,94.0
17527985,Manhattan,Upper East Side,Apartment,strict,6,Entire home/apt,2.0,3.0,110.0,40.76389417098721,-73.9678475801694,60.0,369.0
15143394,Manhattan,East Harlem,Apartment,moderate,3,Private room,1.0,1.0,20.0,40.79356915852467,-73.95091025038194,88.0,75.0
1170261,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,20.0,40.81839421125976,-73.93691914603494,86.0,69.0
841484,Manhattan,Lower East Side,Apartment,strict,4,Entire home/apt,1.0,1.0,50.0,40.71892310890188,-73.98627326490747,90.0,185.0
14367356,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,25.0,40.723102719605386,-73.97491346671163,94.0,80.0
12929858,Manhattan,Nolita,Apartment,moderate,2,Private room,1.0,1.0,19.0,40.72340542082385,-73.99438123944881,89.0,99.0
3809539,Manhattan,Chelsea,Apartment,strict,1,Private room,1.0,1.0,50.0,40.74209643363633,-74.0044260271209,100.0,90.0
9559335,Manhattan,Chelsea,Apartment,strict,7,Entire home/apt,1.0,1.0,100.0,40.74834814565836,-74.00336031020464,92.0,299.0
2079540,Manhattan,Inwood,Apartment,moderate,2,Private room,1.0,1.0,25.0,40.868000589753386,-73.92143139471459,93.0,72.0
15205625,Manhattan,Midtown,Condominium,flexible,2,Entire home/apt,1.0,1.0,66.64652473387602,40.75290942369666,-73.9730151650836,100.0,196.0
3251901,Manhattan,Upper West Side,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.801306133670494,-73.96750149125508,100.0,53.0
16338784,Manhattan,Upper West Side,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.778187634315785,-73.97923800888324,80.0,70.0
17828341,Manhattan,Upper West Side,Apartment,flexible,4,Entire home/apt,1.0,1.0,50.0,40.77251889421082,-73.9804609153918,100.0,200.0
17187785,Manhattan,East Village,Apartment,moderate,2,Private room,1.0,1.0,30.0,40.72537112359432,-73.9787807498384,94.0,65.0
14596193,Manhattan,Lower East Side,Apartment,flexible,1,Private room,1.0,1.0,20.0,40.719371872061856,-73.98477704042483,98.0,55.0
8609750,Manhattan,Financial District,Apartment,strict,3,Entire home/apt,1.0,0.0,66.64652473387602,40.70675672715217,-74.0078911260665,100.0,250.0
15085060,Manhattan,Hell's Kitchen,Apartment,strict,6,Entire home/apt,1.0,3.0,150.0,40.76510420350161,-73.99175231011145,96.0,500.0
15068460,Manhattan,Midtown,Apartment,flexible,2,Private room,1.0,1.0,50.0,40.74469170654998,-73.98130180752577,100.0,230.0
10307009,Manhattan,Upper East Side,Apartment,flexible,2,Shared room,1.0,1.0,66.64652473387602,40.78161997077589,-73.94750050982697,87.0,125.0
2595,Manhattan,Midtown,Apartment,strict,2,Entire home/apt,1.0,0.0,100.0,40.75362072657247,-73.98377381114605,97.0,225.0
14443358,Brooklyn,Bushwick,Apartment,moderate,3,Private room,1.0,1.0,6.0,40.6837680238275,-73.90619633921608,96.0,58.0
3060651,Manhattan,East Village,Apartment,flexible,2,Entire home/apt,1.0,0.0,66.64652473387602,40.72943690770396,-73.98226679331414,100.0,150.0
9509831,Manhattan,Upper East Side,Apartment,strict,4,Entire home/apt,1.0,0.0,25.0,40.764586911904004,-73.9584088801947,87.0,140.0
15003546,Manhattan,Upper East Side,Apartment,moderate,3,Entire home/apt,1.0,1.0,45.0,40.76686993922896,-73.95876889094076,93.0,100.0
8410796,Manhattan,East Village,Apartment,flexible,2,Private room,1.0,1.0,10.0,40.726956878684796,-73.98405802178178,90.0,95.0
8348413,Manhattan,Upper West Side,Apartment,strict,4,Entire home/apt,2.0,2.0,120.0,40.784212616631436,-73.97129293914415,99.0,500.0
8554457,Manhattan,Upper West Side,Apartment,flexible,2,Entire home/apt,1.0,0.0,66.64652473387602,40.802723992761656,-73.96975809657991,100.0,139.0
4630065,Manhattan,Upper West Side,Apartment,moderate,2,Private room,1.0,1.0,50.0,40.80303101803908,-73.96829995711697,94.0,90.0
10342806,Manhattan,Washington Heights,Apartment,flexible,2,Private room,1.0,1.0,10.0,40.85143273579049,-73.93089431095255,100.0,45.0
13387713,Manhattan,Midtown,Apartment,flexible,4,Private room,1.5,1.0,80.0,40.763067927951006,-73.97996689793884,100.0,250.0
11294984,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.81085361148954,-73.94382894894551,90.0,104.0
15085833,Manhattan,Harlem,Apartment,flexible,2,Entire home/apt,1.0,1.0,50.0,40.80466395516458,-73.9558204617918,100.0,399.0
15207317,Manhattan,Kips Bay,Apartment,strict,3,Entire home/apt,1.0,1.0,90.0,40.745567610043715,-73.9779641835248,100.0,200.0
2959848,Manhattan,East Village,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.72384607265339,-73.984045318938,99.0,115.0
7560016,Manhattan,Gramercy,Apartment,moderate,2,Entire home/apt,1.0,0.0,75.0,40.73639431428396,-73.98434325651618,95.0,170.0
15239628,Manhattan,Harlem,Apartment,strict,2,Private room,1.0,1.0,80.0,40.810355958711206,-73.94504440973597,96.0,71.0
421539,Manhattan,East Harlem,Apartment,strict,5,Entire home/apt,1.0,2.0,50.0,40.78959154275928,-73.94902448725664,95.0,199.0
10549889,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,70.0,40.72644937876155,-73.97874404419814,98.0,120.0
13203314,Manhattan,Flatiron District,Apartment,flexible,4,Entire home/apt,1.0,1.0,50.0,40.74401682462454,-73.99020353497669,83.0,150.0
4077428,Manhattan,Chinatown,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.715850531757866,-73.99013662462355,100.0,225.0
9956834,Manhattan,Harlem,Apartment,flexible,3,Entire home/apt,1.0,0.0,50.0,40.82011143281129,-73.9443355695206,93.0,120.0
10838084,Manhattan,Washington Heights,Apartment,strict,2,Private room,1.0,1.0,30.0,40.85612158864397,-73.93023993346856,92.0,45.0
15434067,Manhattan,Harlem,Apartment,strict,2,Shared room,2.0,1.0,66.64652473387602,40.81142191594249,-73.94226622985855,100.0,150.0
17840682,Manhattan,Chelsea,Apartment,flexible,4,Entire home/apt,1.0,2.0,66.64652473387602,40.74106782962454,-73.99935522879694,100.0,250.0
14669860,Manhattan,Upper West Side,Apartment,strict,4,Entire home/apt,1.0,1.0,66.64652473387602,40.80147246748782,-73.96758220537959,98.0,249.0
4215595,Manhattan,Lower East Side,Apartment,strict,1,Shared room,1.0,1.0,66.64652473387602,40.713291891813505,-73.99046901938091,96.0,45.0
14748721,Manhattan,Gramercy,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.733580184365294,-73.98170573446066,90.0,125.0
2304663,Manhattan,Harlem,Apartment,flexible,5,Entire home/apt,1.5,1.0,75.0,40.8242186570434,-73.9447633265286,100.0,300.0
10123090,Manhattan,Midtown,Condominium,strict,4,Entire home/apt,2.5,2.0,66.64652473387602,40.76371586386545,-73.97691860671412,95.0,500.0
16893929,Manhattan,SoHo,Loft,strict,4,Entire home/apt,1.0,2.0,100.0,40.72431564132884,-73.9980614003257,100.0,575.0
8356513,Manhattan,Hell's Kitchen,Apartment,flexible,2,Private room,1.0,1.0,14.0,40.76751050166607,-73.98551551461979,93.0,150.0
12357803,Manhattan,SoHo,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.72212949071686,-74.00476511536581,93.0,150.0
17123128,Manhattan,Morningside Heights,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.81002633870491,-73.95845525884066,100.0,125.0
9485047,Manhattan,Hell's Kitchen,Apartment,moderate,2,Entire home/apt,1.0,1.0,60.0,40.76472063858713,-73.98813411366412,95.0,99.0
13638122,Manhattan,Greenwich Village,Apartment,flexible,1,Private room,1.0,1.0,30.0,40.72874900402576,-74.00169135547378,80.0,110.0
13496464,Manhattan,Washington Heights,Apartment,strict,1,Shared room,1.0,1.0,10.0,40.84499988596397,-73.93917917448279,93.0,35.0
9404068,Manhattan,Upper West Side,Apartment,strict,3,Entire home/apt,1.0,0.0,150.0,40.79284943751385,-73.967004729172,90.0,140.0
7491672,Manhattan,Upper East Side,Apartment,strict,2,Entire home/apt,1.0,0.0,25.0,40.77835549388434,-73.96013519888518,96.0,125.0
13067176,Manhattan,West Village,Apartment,moderate,4,Entire home/apt,1.0,1.0,165.0,40.73745212749196,-74.00725143888869,90.0,186.0
4280227,Manhattan,Greenwich Village,Apartment,strict,2,Entire home/apt,1.0,1.0,100.0,40.73030702409008,-73.99852847766056,100.0,395.0
125053,Manhattan,East Village,Apartment,strict,3,Entire home/apt,1.0,2.0,120.0,40.72532629404971,-73.99143129183325,100.0,395.0
5978558,Manhattan,Hell's Kitchen,Apartment,flexible,2,Entire home/apt,1.0,1.0,66.64652473387602,40.756193546803175,-73.99418741304267,96.0,250.0
1284189,Manhattan,Upper West Side,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.78424926400928,-73.97357936253816,96.0,200.0
697923,Manhattan,Hell's Kitchen,Apartment,strict,2,Private room,1.0,1.0,15.0,40.76421799070231,-73.99382327398361,97.0,75.0
1223980,Manhattan,East Harlem,Apartment,strict,2,Private room,1.0,1.0,30.0,40.784007551304114,-73.94285610951964,95.0,120.0
7698070,Manhattan,Midtown,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.75591257786071,-73.9771244921083,100.0,99.0
704829,Manhattan,Harlem,Apartment,strict,8,Entire home/apt,1.0,2.0,80.0,40.81676823026435,-73.94319247695812,92.0,190.0
9977113,Manhattan,Midtown,Apartment,flexible,3,Private room,1.0,1.0,66.64652473387602,40.75605640574943,-73.97108339398673,100.0,150.0
1049224,Manhattan,Harlem,Apartment,strict,7,Entire home/apt,2.5,2.0,100.0,40.81241447824573,-73.94371260313076,89.0,190.0
10477123,Manhattan,East Village,Apartment,strict,2,Entire home/apt,1.0,0.0,50.0,40.72596678841972,-73.9823038067503,87.0,110.0
16514949,Manhattan,Chinatown,Apartment,strict,5,Entire home/apt,1.0,2.0,66.64652473387602,40.71682151955771,-73.99574267881405,90.0,250.0
295998,Manhattan,Upper West Side,Apartment,strict,2,Entire home/apt,1.0878780662062395,1.0,75.0,40.790904282311566,-73.96761899389448,98.0,300.0
4308798,Manhattan,Upper East Side,Apartment,strict,3,Entire home/apt,1.0,1.0,80.0,40.772538671789825,-73.96193113452435,93.0,100.0
9847006,Manhattan,East Harlem,Apartment,strict,1,Private room,1.0,1.0,20.0,40.78521171278875,-73.94523696741234,100.0,115.0
15805352,Manhattan,Upper East Side,Apartment,moderate,3,Entire home/apt,1.0,0.0,60.0,40.779147928820244,-73.95170809669085,83.0,110.0
6378388,Manhattan,Harlem,Apartment,strict,5,Entire home/apt,1.0,0.0,75.0,40.8128620128336,-73.9412041664812,100.0,115.0
636579,Manhattan,Gramercy,Apartment,strict,2,Entire home/apt,1.0,1.0,66.64652473387602,40.732942734287626,-73.98318525904469,94.0,199.0
4479632,Manhattan,SoHo,Apartment,strict,6,Entire home/apt,1.5,2.0,250.0,40.72735924987968,-74.0019183188504,96.0,495.0
15714136,Manhattan,Hell's Kitchen,Apartment,strict,2,Entire home/apt,1.0,1.0,99.0,40.766062676105506,-73.99488034472256,100.0,153.0
1359513,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,60.0,40.725622226122496,-73.97948149294007,97.0,112.0
7914401,Manhattan,East Village,Apartment,strict,1,Private room,1.0,1.0,65.0,40.72686279239728,-73.98743336353954,80.0,65.0
9269572,Manhattan,Financial District,Apartment,strict,2,Entire home/apt,1.0,0.0,66.64652473387602,40.707483444215626,-74.0018502057181,100.0,127.0
11775347,Manhattan,Hell's Kitchen,Apartment,moderate,2,Entire home/apt,1.0,0.0,60.0,40.76225777228166,-73.99285324540135,92.0,195.0
18076805,Manhattan,Lower East Side,Apartment,moderate,4,Entire home/apt,1.0,1.0,80.0,40.719884441634726,-73.99061584076603,100.0,200.0
3791764,Manhattan,Upper East Side,Apartment,strict,3,Entire home/apt,1.0,0.0,150.0,40.77693499541334,-73.95408171219395,80.0,141.0
8790941,Brooklyn,Prospect-Lefferts Gardens,Apartment,flexible,2,Private room,1.0,1.0,10.0,40.66200939547582,-73.96193151984421,89.0,150.0
17191124,Manhattan,Chelsea,Apartment,strict,8,Entire home/apt,2.0,3.0,250.0,40.74791721382258,-74.0056367821723,100.0,499.0
4559421,Manhattan,Chelsea,Apartment,strict,3,Entire home/apt,1.0,1.0,70.0,40.74804002416117,-73.99984506215272,100.0,200.0
16162832,Manhattan,Kips Bay,Apartment,strict,2,Private room,2.0,1.0,70.0,40.74152729358959,-73.97969753538884,88.0,60.0
15398750,Manhattan,Harlem,Apartment,flexible,1,Private room,1.0,2.0,66.64652473387602,40.82966587828013,-73.94575108394156,100.0,70.0
13172538,Manhattan,SoHo,Apartment,strict,2,Private room,1.0,1.0,50.0,40.72415388657656,-74.00545629250504,92.0,88.0
